,family_history,know_resources,emp_mh_resources,mh_benefits,mh_with_coworkers,mh_with_supervisor,past_disorder,ph_or_mh_discuss,reveal_to_clients,mention_interview,share_with_f&f,num_employees,ever_diagnosed,identified,identifited_neg_consequences,medical_coverage,primarily_tech,primary_role_tech,self-employed,sought_treatment
1764,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1765,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1766,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1767,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1768,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1769,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1770,,,,,,,,,,,6,100-500,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1771,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1772,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1773,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1774,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1775,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1776,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1777,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1779,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1780,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1781,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1782,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1783,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1784,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1785,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1786,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1787,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1788,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1789,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1790,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1791,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1792,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1793,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1794,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1795,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1796,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1797,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1798,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1799,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1800,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1801,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1802,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1803,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1804,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1805,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1806,,,,,,,,,,,6,100-500,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1807,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1808,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1809,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1810,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1811,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1812,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1813,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1814,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1815,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1816,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1817,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1818,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1819,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1820,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1821,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1822,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1823,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1824,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1825,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1826,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1827,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1828,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1829,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1830,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1831,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1832,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1833,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1834,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1835,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1836,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1837,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1838,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1839,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1840,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1841,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1842,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1843,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1844,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1845,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1846,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1847,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1848,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1849,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1850,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1851,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1852,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1853,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1854,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1855,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1856,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1857,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1858,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1859,,,,,,,,,,,6,100-500,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1860,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1861,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1862,,,,,,,,,,,6,100-500,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1863,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1864,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1865,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1866,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1867,,,,,,,,,,,6,100-500,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1868,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1869,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1870,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1871,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1872,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1873,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1874,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1875,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1876,,,,,,,,,,,6,100-500,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1877,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1878,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1879,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1880,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1881,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1882,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1883,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1884,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1885,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1886,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1887,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1888,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1889,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1890,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1891,,,,,,,,,,,6,100-500,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1892,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1893,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1894,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1895,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1896,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1897,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1898,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1899,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1900,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1901,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1902,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1903,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1904,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1905,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1906,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1907,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1908,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1909,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1910,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1911,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1912,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1913,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1914,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1915,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1916,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1917,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1918,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1919,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1920,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1921,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1922,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1923,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1924,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1925,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1926,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1927,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1928,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1929,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1930,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1931,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1932,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1933,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1934,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1935,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1936,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1937,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1938,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1939,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1940,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1941,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1942,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1943,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1944,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1945,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1946,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1947,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1948,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1949,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1950,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1951,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1952,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1953,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1954,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1955,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1956,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1957,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1958,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1959,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1960,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1961,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1962,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1963,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1964,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1965,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1966,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1967,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1968,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1969,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1970,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1971,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1972,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1973,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1974,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1975,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1976,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1977,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1978,,,,,,,,,,,6,100-500,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1979,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1980,,,,,,,,,,,6,100-500,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1981,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1982,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1983,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1984,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1985,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1986,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1987,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1988,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1989,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1990,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1991,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1992,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1993,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1994,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1995,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1996,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1997,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1998,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1999,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2000,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2001,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2002,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2003,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2004,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2005,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2006,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2007,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2008,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2009,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2010,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2011,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2012,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2013,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2014,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2015,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2016,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2017,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2018,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2019,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2020,,,,,,,,,,,6,100-500,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2022,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2023,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2024,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2025,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2027,,,,,,,,,,,6,100-500,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2028,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2029,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2030,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2031,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2032,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2033,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2034,,,,,,,,,,,6,100-500,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
